,Unnamed: 0,id,segment_id,label_topic,aspect,opinion,sentiment
47,,24.0,6.0,3.0,electric control for steering will,like,pos
48,22.0,24.0,7.0,1.0,sports steering,pretty nice,pos
49,23.0,24.0,8.0,8.0,entertainment system,quite good fun,neu
50,,24.0,8.0,8.0,entertainment system,nice to use,pos
51,,24.0,8.0,8.0,entertainment system,intuitive,pos
52,24.0,24.0,9.0,3.0,passenger in the back,annoying,neg
53,,24.0,9.0,3.0,roof,low,neg
54,,24.0,9.0,3.0,legs,crush,neg
55,,24.0,9.0,3.0,back,not as comfy,neg
56,25.0,24.0,10.0,9.0,big,boot,pos
57,,24.0,10.0,9.0,decent size,boot,pos
58,,24.0,10.0,9.0,Lip,isn't too big,neg
59,,24.0,10.0,9.0,boot,large,pos
60,,24.0,10.0,9.0,floor,flattish,neu
61,,24.0,10.0,9.0,boot,impressive,pos
62,26.0,24.0,11.0,6.0,-,-,-
63,27.0,24.0,12.0,9.0,-,-,-
64,28.0,24.0,13.0,9.0,exhaust pipe,just a show,neg
65,,24.0,13.0,9.0,exhaust pipe,ruined,neg
66,,24.0,13.0,9.0,exhaust pipe surround,fake,neg
67,,24.0,13.0,9.0,exhaust pipe surround,unnecessarily large,neg
68,29.0,24.0,14.0,8.0,satnav,not the smartest,neg
69,,24.0,14.0,8.0,picking the route,annoying,neg
70,30.0,24.0,15.0,9.0,-,-,-
71,31.0,24.0,16.0,8.0,system,ironic,neg
72,32.0,24.0,17.0,2.0,marina leather,soft,pos
73,,24.0,17.0,2.0,acceleration noise,wierd,neg
74,33.0,24.0,18.0,0.0,-,-,-
75,34.0,24.0,19.0,6.0,features,cool,pos
76,,24.0,19.0,6.0,heads up display,really good,pos
77,35.0,24.0,20.0,1.0,heads up display,nice,pos
78,,24.0,20.0,1.0,heads up display,big,pos
79,,24.0,20.0,1.0,heads up display,clear,pos
80,36.0,24.0,21.0,8.0,camera,brilliant,pos
81,,24.0,21.0,8.0,Reversing assistant,handy,pos
82,37.0,24.0,22.0,4.0,Reversing assistant,cool,pos
83,38.0,24.0,23.0,9.0,laser headlights,twice as bright,pos
84,39.0,24.0,24.0,4.0,cruise control,really cleaver,pos
85,,24.0,24.0,4.0,piloted drive system,among the very best,pos
86,40.0,24.0,25.0,5.0,outside,massive,neu
87,,24.0,25.0,5.0,inside,quite compact,neu
88,,24.0,25.0,5.0,bonnet,huge,neu
89,,24.0,25.0,5.0,visibility,quite intimidating in tight spaces,neg
90,,24.0,25.0,5.0,back window,big,neu
91,41.0,24.0,26.0,4.0,experience in town (drive),actually quite good,pos
92,,24.0,26.0,4.0,drive,feel the bump's more,neg
93,,24.0,26.0,4.0,drive,comfy enough,neu
94,,24.0,26.0,4.0,drive,not the most luxurious in terms of travelling over bumps,neg
95,,24.0,26.0,4.0,gearbox,brilliant,pos
96,42.0,24.0,27.0,0.0,long distances,great,pos
97,,24.0,27.0,0.0,engine,real real quick,pos
98,43.0,24.0,28.0,3.0,engine,super rapid,pos
99,,24.0,28.0,3.0,car,not quite as comfortable,neg
100,44.0,24.0,29.0,4.0,drive,shocked,pos
101,,24.0,29.0,4.0,grips in the corners,really impressive,pos
102,,24.0,29.0,4.0,wheel turn,feel like a dart in the turn,pos
103,,24.0,29.0,4.0,steering,really really good,pos
104,,24.0,29.0,4.0,streering,sharp,pos
105,,24.0,29.0,4.0,balance,just right,pos
106,,24.0,29.0,4.0,steering,fun,pos
107,45.0,24.0,30.0,4.0,-,-,-
108,46.0,24.0,31.0,4.0,-,-,-
109,47.0,24.0,32.0,4.0,slip diferential,limited,neu
110,,24.0,32.0,4.0,BMW,more fun,pos
111,48.0,24.0,33.0,7.0,-,-,-
112,49.0,24.0,34.0,6.0,8 Siris,big,pos
113,,24.0,34.0,6.0,8 Siris,luxurious,pos
114,50.0,25.0,1.0,6.0,-,-,-
115,51.0,25.0,2.0,0.0,-,-,-
116,52.0,25.0,3.0,0.0,court,stunning,pos
117,53.0,25.0,4.0,0.0,car,fast,pos
118,,25.0,4.0,0.0,car,faster,pos
119,54.0,25.0,5.0,8.0,wheel drive,dead simple,neu
120,55.0,25.0,6.0,0.0,-,-,-
121,56.0,25.0,7.0,0.0,-,-,-
122,57.0,25.0,8.0,0.0,standing quarter,good job,pos
123,58.0,25.0,9.0,7.0,cost,almost double,neg
124,59.0,25.0,10.0,0.0,performance Power,impressive,pos
125,,25.0,10.0,0.0,performance Power,not quiet as impressive as,neu
126,,25.0,10.0,0.0,carbon fibre engine cover,lovely,pos
127,,25.0,10.0,0.0,gearbox,mordern,pos
128,,25.0,10.0,0.0,talk converter,smoother,pos
129,,25.0,10.0,0.0,talk converter,strong enough,pos
130,,25.0,10.0,0.0,high pressure oil system,special,pos
131,60.0,25.0,11.0,0.0,sound,pretty awesome,pos
132,,25.0,11.0,0.0,sound,good,pos
133,61.0,25.0,12.0,2.0,look,good,pos
134,,25.0,12.0,2.0,look,agressive,pos
135,,25.0,12.0,2.0,look,powerful,pos
136,63.0,25.0,14.0,2.0,wheel arches,more pronounced,pos
137,,25.0,14.0,2.0,track,wider,neu
138,,25.0,14.0,2.0,road holding,improved,pos
139,,25.0,14.0,2.0,suspension,stiffened,pos
140,,25.0,14.0,2.0,air breather,fake,neg
141,64.0,25.0,15.0,9.0,-,-,-
142,65.0,25.0,16.0,2.0,wooden wheel arches,squat,pos
143,,25.0,16.0,2.0,wooden wheel arches,purposeful,pos
144,,25.0,16.0,2.0,boot spoiler,tidy,pos
145,,25.0,16.0,2.0,boot spoiler,little,neg
146,,25.0,16.0,2.0,road holding,improved,pos
147,,25.0,16.0,2.0,interior,well built,pos
148,,25.0,16.0,2.0,entertainment system,excellent,pos
149,,25.0,16.0,2.0,seats,M6 port,neu
150,66.0,25.0,17.0,3.0,seats,look really cool,pos
151,,25.0,17.0,3.0,seats,great job of hugging your body,pos
152,67.0,25.0,18.0,2.0,blue and red stiches,lovely,pos
153,68.0,25.0,19.0,8.0,set buttons,absolutely brilliant,pos
154,69.0,25.0,20.0,1.0,gear selector,looks a bit tacky,pos
155,70.0,25.0,21.0,8.0,customization,very important,pos
156,71.0,25.0,22.0,6.0,car,dual purpose,pos
157,,25.0,22.0,6.0,car,family friendly,pos
158,,25.0,22.0,6.0,car,big,pos
159,,25.0,22.0,6.0,car,relaxed state,pos
160,,25.0,22.0,6.0,car,fast as supercar,pos
161,72.0,25.0,23.0,4.0,-,-,-
162,73.0,25.0,24.0,0.0,steering,more weight,neu
163,,25.0,24.0,0.0,exhaust,louder,neu
164,74.0,25.0,25.0,4.0,-,-,-
165,75.0,25.0,26.0,5.0,-,-,-
166,76.0,25.0,27.0,0.0,engine,high performance,pos
167,77.0,25.0,28.0,0.0,BMW drivers,bad reputation,neg
168,78.0,25.0,29.0,6.0,drivers,the worst,neg
169,79.0,25.0,30.0,4.0,drive mode,great set,pos
170,,25.0,30.0,4.0,car,big old,neu
171,,25.0,30.0,4.0,handle,well,pos
172,,25.0,30.0,4.0,super sideways,great thing,pos
173,,25.0,30.0,4.0,car,fun,pos
174,80.0,25.0,31.0,4.0,life in tires,too long,pos
175,81.0,25.0,32.0,9.0,tire,overheated,neg
176,,25.0,32.0,9.0,tired,delaminated,neg
177,82.0,25.0,33.0,6.0,X drive system,switchable,neu
178,,25.0,33.0,6.0,X drive system,hooligan,neu
179,,25.0,33.0,6.0,car,far quicker,pos
180,,25.0,33.0,6.0,car,more capable,pos
181,,25.0,33.0,6.0,car,incredible machine,pos
182,83.0,26.0,1.0,6.0,-,-,-
183,84.0,26.0,2.0,2.0,outside dimensions,long,neu
184,,26.0,2.0,2.0,bill,huge,neu
185,,26.0,2.0,2.0,proportions,right,pos
186,,26.0,2.0,2.0,looks,chunky,neg
187,,26.0,2.0,2.0,looks,too tall,neu
188,,26.0,2.0,2.0,space,maximize,neu
189,85.0,26.0,3.0,3.0,loads,room,pos
190,,26.0,3.0,3.0,absolutely acres of,headroom,pos
191,86.0,26.0,4.0,6.0,back,more spaces,pos
192,87.0,26.0,5.0,3.0,room,enough,pos
193,,26.0,5.0,3.0,back seats,very impressive,pos
194,,26.0,5.0,3.0,seats,comforting,neu
195,,26.0,5.0,3.0,seats,recline well,pos
196,,26.0,5.0,3.0,storage area,useful,pos
197,88.0,26.0,6.0,9.0,room,Loads of,pos
198,,26.0,6.0,9.0,boot,biggest,pos
199,,26.0,6.0,9.0,boot,massive,pos
200,,26.0,6.0,9.0,boot shape,Nice,pos
201,,26.0,6.0,9.0,car,practical,pos
202,89.0,26.0,7.0,2.0,inside,luxurious,pos
203,,26.0,7.0,2.0,interior,lovely,pos
204,,26.0,7.0,2.0,soft touch plastics,lovely,pos
205,,26.0,7.0,2.0,Interior,nicely laid out,pos
206,90.0,26.0,8.0,1.0,entertainment system,lovely,pos
207,91.0,26.0,9.0,8.0,infotainment system,easiest,pos
208,92.0,26.0,10.0,1.0,cupholders,decent,pos
209,,26.0,10.0,1.0,door bins,large,neu
210,,26.0,10.0,1.0,glovebox size,decent,neu
211,,26.0,10.0,1.0,inside looks,smart,pos
212,93.0,26.0,11.0,4.0,drive,doesn't feel the most sporty,neg
213,,26.0,11.0,4.0,drive,easy,pos
214,,26.0,11.0,4.0,visibility,good,pos
215,94.0,26.0,12.0,5.0,windscreen,huge,pos
216,,26.0,12.0,5.0,back window,quite large,pos
217,95.0,26.0,13.0,4.0,car,comfy,pos
218,96.0,26.0,14.0,7.0,adaptive dampers,definitely get,pos
219,,26.0,14.0,7.0,adaptive dampers,not that expensive,neu
220,97.0,26.0,15.0,4.0,ride,comfy,pos
221,,26.0,15.0,4.0,ride,nice,pos
222,98.0,26.0,16.0,0.0,engine,really fast,pos
223,99.0,26.0,17.0,4.0,BMW X1,good,pos
224,100.0,26.0,18.0,6.0,-,-,-
225,101.0,26.0,19.0,1.0,gear selector,huge,pos
226,102.0,26.0,20.0,2.0,car,pretty luxurious,pos
227,103.0,26.0,21.0,7.0,option list,careful,neu
228,104.0,26.0,22.0,9.0,one to Peace parcel shelf,annoying,neg
229,,26.0,22.0,9.0,boot,clutter up,neg
230,105.0,26.0,23.0,0.0,diesel engine,too little,neg
231,106.0,26.0,24.0,5.0,emergency braking,isn't standard,neg
232,107.0,26.0,25.0,5.0,-,-,-
233,108.0,26.0,26.0,6.0,-,-,-
234,109.0,26.0,27.0,1.0,-,-,-
235,110.0,26.0,28.0,2.0,-,-,-
236,111.0,26.0,29.0,9.0,panoramic sunroof,massive,pos
237,112.0,26.0,30.0,1.0,storage(front passenger seat),easy,pos
238,113.0,26.0,31.0,6.0,SUV,small,neu
239,,26.0,31.0,6.0,SUV,premium,neu
240,114.0,27.0,1.0,6.0,car,widest,pos
241,115.0,27.0,2.0,9.0,boot,really big,pos
242,,27.0,2.0,9.0,boot,much bigger,pos
243,,27.0,2.0,9.0,boot,really really useful,pos
244,,27.0,2.0,9.0,boot,wide opening,pos
245,,27.0,2.0,9.0,boot,fit quite a lot of stuff,pos
246,116.0,27.0,3.0,3.0,seat sliding forward,heavy,neg
247,,27.0,3.0,3.0,seat pulling back,easy,pos
248,,27.0,3.0,3.0,back seats,not that great,neu
249,117.0,27.0,4.0,8.0,back,no real stories,neg
250,,27.0,4.0,8.0,front story jacket,way better,pos
251,118.0,27.0,5.0,8.0,-,-,-
252,119.0,27.0,6.0,2.0,nays,annoying,neg
253,,27.0,6.0,2.0,cockpit,driver oriented,pos
254,,27.0,6.0,2.0,quality,really strong,pos
255,,27.0,6.0,2.0,car,very very much llike three series,pos
256,,27.0,6.0,2.0,design,little bit boring,neg
257,,27.0,6.0,2.0,equipment,quite as good,neu
258,120.0,27.0,7.0,9.0,car,better,pos
259,121.0,27.0,8.0,1.0,-,-,-
260,122.0,27.0,9.0,8.0,satellite navigation,lovely,pos
261,,27.0,9.0,8.0,windscreen,lovely,pos
262,,27.0,9.0,8.0,I drive,easy to use,pos
263,,27.0,9.0,8.0,I drive,best on the market,pos
264,,27.0,9.0,8.0,glovebox,decent size,pos
265,,27.0,9.0,8.0,door bins,big,pos
266,,27.0,9.0,8.0,places in the front,enough,pos
267,123.0,27.0,10.0,4.0,force,genuinely good,pos
268,,27.0,10.0,4.0,drive,fun,pos
269,,27.0,10.0,4.0,car,feels like a sports car,pos
270,,27.0,10.0,4.0,looks,like soprts car,pos
271,,27.0,10.0,4.0,car,almost practical,neu
272,,27.0,10.0,4.0,car,A salute,pos
273,,27.0,10.0,4.0,adaptive sus[ension,essential,pos
274,,27.0,10.0,4.0,comfort mode,really really comfortable,pos
275,124.0,27.0,11.0,3.0,road noise,shame,neg
276,,27.0,11.0,3.0,wind whistle,shame,neg
277,125.0,27.0,12.0,0.0,turbo petrol,really quick,pos
278,,27.0,12.0,0.0,turbo petrol,decent economy,pos
279,126.0,27.0,13.0,5.0,-,-,-
280,127.0,27.0,14.0,6.0,BMW four Serious,pretty decent,pos
281,,27.0,14.0,6.0,BMW four Serious,all rounder,pos
282,128.0,27.0,15.0,0.0,look,like sports,neu
283,,27.0,15.0,0.0,sound,more like a van,neu
284,129.0,27.0,16.0,1.0,phone cradle,pointless,neg
285,130.0,27.0,17.0,4.0,ride without port suspension,doesn't ride or handle as well,neg
286,,27.0,17.0,4.0,automatic gearbox,extra cost,neg
287,131.0,27.0,18.0,6.0,Manual models pedal offset,aren't that great,neg
288,,27.0,18.0,6.0,features,cool,pos
289,,27.0,18.0,6.0,centre of gravity,lowest,pos
290,,27.0,18.0,6.0,central hat,enough room,pos
291,132.0,27.0,19.0,9.0,doors,high quality,pos
292,,27.0,19.0,9.0,seatbelt,automatic,neu
293,133.0,27.0,20.0,1.0,get in the car,creepily,pos
294,134.0,27.0,21.0,0.0,BMW A4 Siri's,a little bit noisy,neg
295,135.0,27.0,22.0,4.0,-,-,-
296,136.0,27.0,23.0,3.0,adaptive suspension,comfy,pos
297,,27.0,23.0,3.0,adaptive suspension,firm,pos
298,,27.0,23.0,3.0,spend extra on adaptive suspension,very practical,pos
299,137.0,27.0,24.0,7.0,-,-,-
300,138.0,27.0,25.0,6.0,-,-,-
301,139.0,27.0,26.0,8.0,-,-,-
302,140.0,27.0,27.0,6.0,-,-,-
303,141.0,28.0,1.0,6.0,comforts,desirable,pos
304,,28.0,1.0,6.0,car,fun,pos
305,,28.0,1.0,6.0,car,surprisingly practical,pos
306,142.0,28.0,2.0,3.0,backseat,much room,pos
307,,28.0,2.0,3.0,room,Legendary,pos
308,,28.0,2.0,3.0,headroom,plently,pos
309,,28.0,2.0,3.0,middle seat,not very much comfort,neg
310,,28.0,2.0,3.0,middle seat,head hitting plastics,neg
311,143.0,28.0,3.0,9.0,boot,fit so much stuff,pos
312,,28.0,3.0,9.0,boot volume,on par,pos
313,,28.0,3.0,9.0,boot shape,more practical,pos
314,,28.0,3.0,9.0,boot,not quite as good as,neg
315,144.0,28.0,4.0,2.0,design,distinctive,pos
316,,28.0,4.0,2.0,sit,nice,pos
317,,28.0,4.0,2.0,sit,low,neu
318,,28.0,4.0,2.0,dash angle,towards you,pos
319,,28.0,4.0,2.0,driving position,spot on,pos
320,,28.0,4.0,2.0,build,quality,pos
321,,28.0,4.0,2.0,dash,like,pos
322,,28.0,4.0,2.0,build,really good,pos
323,,28.0,4.0,2.0,inside,feels expensive,pos
324,,28.0,4.0,2.0,space,not the best,neg
325,,28.0,4.0,2.0,space,sufficient,pos
326,,28.0,4.0,2.0,space,pretty good,pos
327,,28.0,4.0,2.0,equipment,impresseive,pos
328,146.0,28.0,6.0,8.0,I drive system,dead easy to use,pos
329,,28.0,6.0,8.0,I drive system,best on the market,pos
330,,28.0,6.0,8.0,features,cool,pos
331,147.0,28.0,7.0,1.0,-,-,-
332,148.0,28.0,8.0,7.0,servicing plan,really good,pos
333,,28.0,8.0,7.0,mileage,unlimited,pos
334,,28.0,8.0,7.0,automatic gearbox,more economical,pos
335,149.0,28.0,9.0,5.0,emergency service,stunning,pos
336,150.0,28.0,10.0,1.0,-,-,-
337,151.0,28.0,11.0,8.0,high speed mobile internet,good,pos
338,,28.0,11.0,8.0,offset pedals,feel like your feet almost outside the car,pos
339,152.0,28.0,12.0,0.0,entry level petrol engine,lumber,neg
340,153.0,28.0,13.0,8.0,automatic gear selector,large,pos
341,,28.0,13.0,8.0,automatic gear selector,touch phallic,pos
342,154.0,28.0,14.0,7.0,options,easy to get carried away,neu
343,,28.0,14.0,7.0,reductive sport end suspension,should definitely spend,pos
344,155.0,28.0,15.0,4.0,steering,not as nice,neg
345,,28.0,15.0,4.0,automatic gearbox,brilliant,pos
346,,28.0,15.0,4.0,auto bends,best in business,pos
347,156.0,28.0,16.0,0.0,engine,very very quick,pos
348,,28.0,16.0,0.0,engine,returns good economy,pos
349,,28.0,16.0,0.0,miles per gallon,not too  bad,neu
350,,28.0,16.0,0.0,diesel engine,little bit noisy,neg
351,,28.0,16.0,0.0,three series,more road noise,neu
352,,28.0,16.0,0.0,three series,more wind noise,neu
353,157.0,28.0,17.0,3.0,visibility,cannot fault,pos
354,,28.0,17.0,3.0,pillars,quite thin,pos
355,,28.0,17.0,3.0,view,very good,pos
356,,28.0,17.0,3.0,view,really handy,pos
357,158.0,28.0,18.0,6.0,speed on,suffer from a bit of Tyrell,neg
358,159.0,28.0,19.0,7.0,adaptive suspension,spend extra,neg
359,160.0,28.0,20.0,4.0,adaptive suspension,handles brilliantly,pos
360,,28.0,20.0,4.0,drive,great fun,pos
361,161.0,28.0,21.0,6.0,adaptive suspension,surprisingly practical,pos
362,162.0,29.0,1.0,6.0,-,-,-
363,163.0,29.0,2.0,7.0,-,-,-
364,164.0,29.0,3.0,2.0,profile,coop like,neu
365,,29.0,3.0,2.0,room inside,less,neg
366,,29.0,3.0,2.0,profile,cooler,pos
367,165.0,29.0,4.0,7.0,-,-,-
368,166.0,29.0,5.0,9.0,backend,swoopy,pos
369,,29.0,5.0,9.0,backend capacity,less,neg
370,,29.0,5.0,9.0,boot,lowered tapered line,neg
371,,29.0,5.0,9.0,boot,can't stack things too high,neg
372,,29.0,5.0,9.0,boot lid,problem for heavy items,neg
373,,29.0,5.0,9.0,boot,very useful,pos
374,,29.0,5.0,9.0,boot,lots of nice features,pos
375,,29.0,5.0,9.0,tie down tethers,sturdy,pos
376,,29.0,5.0,9.0,storage jets,removable,neu
377,,29.0,5.0,9.0,space,decent,neu
378,,29.0,5.0,9.0,boot,pretty flat,pos
379,167.0,29.0,6.0,3.0,roofline,sloping,neg
380,,29.0,6.0,3.0,backseats,not wide open,neg
381,,29.0,6.0,3.0,rearward facing child seats,trickier,neu
382,,29.0,6.0,3.0,get in,dead easy,pos
383,,29.0,6.0,3.0,foot room,plenty,pos
384,,29.0,6.0,3.0,backseat head room,pretty tight,neg
385,,29.0,6.0,3.0,backseat for people over 6 4,cramped,neg
386,,29.0,6.0,3.0,window ledges,quite high,neg
387,,29.0,6.0,3.0,smaller people,struggle to see,neg
388,168.0,29.0,7.0,1.0,seat backs,not very big,neg
389,,29.0,7.0,1.0,seat backs,not much room,neg
390,,29.0,7.0,1.0,door bins,huge,pos
391,,29.0,7.0,1.0,digital climate control,useful,pos
392,,29.0,7.0,1.0,coat hooks,neat,pos
393,,29.0,7.0,1.0,eading lights,can turn them off individually,pos
394,169.0,29.0,8.0,9.0,-,-,-
395,170.0,29.0,9.0,3.0,-,-,-
396,171.0,29.0,10.0,1.0,-,-,-
397,172.0,29.0,11.0,9.0,-,-,-
398,173.0,29.0,12.0,1.0,-,-,-
399,174.0,29.0,13.0,3.0,sport seats,lovely,pos
400,,29.0,13.0,3.0,screen,wide,pos
401,,29.0,13.0,3.0,screen,glorious,pos
402,175.0,29.0,14.0,8.0,traffic updates,good,pos
403,,29.0,14.0,8.0,concierge service,really really good,pos
404,,29.0,14.0,8.0,system,intuitive,pos
405,,29.0,14.0,8.0,system,simple to use,pos
406,,29.0,14.0,8.0,menus,very easy,pos
407,,29.0,14.0,8.0,digital dollars,well worth,pos
408,,29.0,14.0,8.0,digital dollars,look nice,pos
409,,29.0,14.0,8.0,digital dollars,not quite the functionality,neg
410,176.0,29.0,15.0,2.0,design,alright,pos
411,,29.0,15.0,2.0,design,quite like,pos
412,,29.0,15.0,2.0,events,feel cheap,neg
413,,29.0,15.0,2.0,car,solid,pos
414,,29.0,15.0,2.0,quality,very good,pos
415,,29.0,15.0,2.0,door bins,big,pos
416,177.0,29.0,16.0,1.0,storage by steering,like,pos
417,,29.0,16.0,1.0,key,big,neu
418,,29.0,16.0,1.0,remote key operations,good,pos
419,,29.0,16.0,1.0,glove box size,a big bag of popcorn,neu
420,178.0,29.0,17.0,3.0,seating position,really good,pos
421,,29.0,17.0,3.0,extendable seat base,like,pos
422,,29.0,17.0,3.0,under fly support,like,pos
423,,29.0,17.0,3.0,steering wheen adjustment,plenty,pos
424,,29.0,17.0,3.0,view,very high,pos
425,179.0,29.0,18.0,6.0,-,-,-
426,180.0,29.0,19.0,3.0,-,-,-
427,181.0,29.0,20.0,7.0,-,-,-
428,182.0,29.0,21.0,9.0,sun roof,one touch only open it 90% of the way,neg
429,183.0,29.0,22.0,0.0,engine,quite rattling,neg
430,184.0,29.0,23.0,1.0,-,-,-
431,185.0,29.0,24.0,2.0,car,like a pig from angry birds,neg
432,186.0,29.0,25.0,6.0,-,-,-
433,187.0,29.0,26.0,9.0,aerodynamics,improved,pos
434,,29.0,26.0,9.0,cutaways for covers,fit perfectly,pos
435,188.0,29.0,27.0,1.0,optional heads up displays,brilliant,pos
436,189.0,29.0,28.0,6.0,weight distribution,perfect,pos
437,190.0,29.0,29.0,8.0,parking assistant Plus,brilliant,pos
438,191.0,29.0,30.0,5.0,view,good,pos
439,,29.0,30.0,5.0,car,higher than other cars,pos
440,,29.0,30.0,5.0,blind spots,so many,neg
441,,29.0,30.0,5.0,blind spot,huge,neg
442,192.0,29.0,31.0,4.0,automatic gearbox,love,pos
443,,29.0,31.0,4.0,speeding,very smooth,pos
444,,29.0,31.0,4.0,car feels,sporty,pos
445,,29.0,31.0,4.0,suspension,firmer,pos
446,,29.0,31.0,4.0,adaptive suspension,well worth,pos
447,,29.0,31.0,4.0,corner handle,well,pos
448,,29.0,31.0,4.0,corner handle,doesn't lean,neg
449,,29.0,31.0,4.0,steering,not quite sharp,neg
450,193.0,29.0,32.0,0.0,engine,generally pretty good,pos
451,,29.0,32.0,0.0,performace,enough,neu
452,,29.0,32.0,0.0,miles per gallon,good enough,neu
453,194.0,29.0,33.0,3.0,distance driving,quite comfortable,pos
454,,29.0,33.0,3.0,tire noise,quite a lot,neg
455,195.0,29.0,34.0,5.0,-,-,-
456,196.0,29.0,35.0,4.0,-,-,-
457,197.0,29.0,36.0,6.0,BMW S4,good,pos
458,,29.0,36.0,6.0,BMW S4,fun,pos
459,198.0,30.0,1.0,6.0,car,combines comfort with sporting,pos
460,199.0,30.0,2.0,3.0,back,love,pos
461,,30.0,2.0,3.0,headroom,absolutely acres,pos
462,,30.0,2.0,3.0,headroom,leading,pos
463,,30.0,2.0,3.0,car,good for people over six foot,pos
464,,30.0,2.0,3.0,carrying three in the back,not good,neg
465,,30.0,2.0,3.0,seats,tighter in the middle,neg
466,,30.0,2.0,3.0,front,really really comfy,pos
467,200.0,30.0,3.0,2.0,cabin,really nice,pos
468,,30.0,3.0,2.0,cabin,not cheap,pos
469,201.0,30.0,4.0,1.0,storage,alright,neu
470,,30.0,4.0,1.0,boxes,decent size,pos
471,,30.0,4.0,1.0,spaces,kind a bit short,neg
472,,30.0,4.0,1.0,equipment,really good,pos
473,,30.0,4.0,1.0,satnav,standard,pos
474,202.0,30.0,5.0,3.0,leather seats,heated,pos
475,203.0,30.0,6.0,1.0,climate control,really really good,pos
476,204.0,30.0,7.0,7.0,-,-,-
477,205.0,30.0,8.0,1.0,upgraded professional satnav,lovely,pos
478,206.0,30.0,9.0,8.0,I drive system,slickest,pos
479,,30.0,9.0,8.0,design,stood the test of time,pos
480,,30.0,9.0,8.0,exteriors,stood the test of time,pos
481,207.0,30.0,10.0,2.0,boot,decent size,pos
482,208.0,30.0,11.0,9.0,boot overall capacity,slightly less,neg
483,,30.0,11.0,9.0,load lip,very low,neu
484,,30.0,11.0,9.0,boot shape,isn't perfect,neg
485,,30.0,11.0,9.0,boot,practical enough,neu
486,209.0,30.0,12.0,6.0,-,-,-
487,210.0,30.0,13.0,5.0,-,-,-
488,211.0,30.0,14.0,1.0,-,-,-
489,212.0,30.0,15.0,9.0,-,-,-
490,213.0,30.0,16.0,1.0,-,-,-
491,214.0,30.0,17.0,5.0,-,-,-
492,215.0,30.0,18.0,6.0,-,-,-
493,216.0,30.0,19.0,3.0,pedals,slightly offset,neg
494,217.0,30.0,20.0,5.0,automatic emergency breaking,expensive option,neg
495,218.0,30.0,21.0,1.0,door bins,really small,neg
496,219.0,30.0,22.0,7.0,lumbar support,expensive option,neg
497,220.0,30.0,23.0,7.0,-,-,-
498,221.0,30.0,24.0,7.0,-,-,-
499,222.0,30.0,25.0,4.0,adaptive suspension,quite expensive,neg
500,,30.0,25.0,4.0,adaptive suspension,well-woth,pos
501,,30.0,25.0,4.0,adaptive suspension,lovely,pos
502,223.0,30.0,26.0,3.0,drive,lovely,pos
