id,segment_id,review,review_cleaned,aspect,opinion,sentiment,topic,label_topic,base_primary,base_label,base_categories,MAIN_CATEGORY,MAIN_label,EXTRA_Opinion_Base_Needed_RARE_EXAMPLE
240,4,"And you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . Speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . Why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .","and you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .",cabin,classy,pos,quality-aesthetic,2,interior,35,interior,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,4,"And you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . Speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . Why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .","and you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .",car,expensive enough,neu,cost,7,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,FALSE
240,4,"And you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . Speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . Why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .","and you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .",ambient lighting package,can enhance,pos,interior-features,1,packages / trims / variants,43,packages / trims / variants,GENERAL INFORMATION,4,FALSE
240,4,"And you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . Speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . Why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .","and you can see our full review of the entertainment system by clicking it there to watch our video of the interior and also have a great look around this cabin . speaking of which , you can enhance it with some ambient lighting packages , and you can actually change some of the colors of the accents inside here and won the colors you can have is fluorescent there . why you'd want to make this classy cabin or gaudy is beyond me on picture to do it when the car's already expensive enough as it is .",accents,can change colors,pos,quality-aesthetic,2,interior materials & trim / finish,36,interior materials & trim / finish,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,5,"Speaking of which , that's that's the beauty of the Audi A one while the many is a little bit , try hard . This is just it's just effortlessly cool . It's just a really small , classy looking thing from which ever way you look at it on dhe .","speaking of which , that's that's the beauty of the audi a one while the many is a little bit , try hard . this is just it's just effortlessly cool . it's just a really small , classy looking thing from which ever way you look at it on dhe .",audi a1,beauty,pos,quality-aesthetic,2,model / generic car terms,40,model / generic car terms,GENERAL INFORMATION,4,FALSE
240,5,"Speaking of which , that's that's the beauty of the Audi A one while the many is a little bit , try hard . This is just it's just effortlessly cool . It's just a really small , classy looking thing from which ever way you look at it on dhe .","speaking of which , that's that's the beauty of the audi a one while the many is a little bit , try hard . this is just it's just effortlessly cool . it's just a really small , classy looking thing from which ever way you look at it on dhe .",car,effortlessly cool,pos,quality-aesthetic,2,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,FALSE
240,5,"Speaking of which , that's that's the beauty of the Audi A one while the many is a little bit , try hard . This is just it's just effortlessly cool . It's just a really small , classy looking thing from which ever way you look at it on dhe .","speaking of which , that's that's the beauty of the audi a one while the many is a little bit , try hard . this is just it's just effortlessly cool . it's just a really small , classy looking thing from which ever way you look at it on dhe .",car,really small,neg,general-information,6,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,dimensions & measurements
240,5,"Speaking of which , that's that's the beauty of the Audi A one while the many is a little bit , try hard . This is just it's just effortlessly cool . It's just a really small , classy looking thing from which ever way you look at it on dhe .","speaking of which , that's that's the beauty of the audi a one while the many is a little bit , try hard . this is just it's just effortlessly cool . it's just a really small , classy looking thing from which ever way you look at it on dhe .",car,classy looking,pos,quality-aesthetic,2,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",car,raw,pos,quality-aesthetic,2,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",car,practical,pos,interior-features,1,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",boot capacity,decent,pos,exterior-features,9,boot / cargo,6,boot / cargo,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",boot features,neat,pos,quality-aesthetic,2,boot / cargo,6,boot / cargo,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",boot floor,can raise well,pos,exterior-features,9,boot / cargo,6,boot / cargo,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",parcel shelf,wish audi had figured out somewhere useful to store,neg,user-experience,8,storage & utility,57,storage & utility,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",seats,not completely flat,neg,exterior-features,9,seats,53,seats,INTERIOR / DESIGN / ERGONOMICS,6,functional / utility features
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",seats,still sticking up,neg,exterior-features,9,seats,53,seats,INTERIOR / DESIGN / ERGONOMICS,6,functional / utility features
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",seats,not too bad,neu,interior-features,1,seats,53,seats,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,6,"It's raw , the practical as well , So this booth is actually a decent capacity for this size of card . It's got some neat features , like tethering hooks , and you can raise the boot floor Oppa's well to get rid well , rid of most of the load left . I just wish Audi had figured out somewhere useful or handed to store this parcel shelf . So monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . This is still quite a practical boot .","it's raw , the practical as well , so this booth is actually a decent capacity for this size of card . it's got some neat features , like tethering hooks , and you can raise the boot floor oppa's well to get rid well , rid of most of the load left . i just wish audi had figured out somewhere useful or handed to store this parcel shelf . so monologist story in the bushes and also which they figured out how to make these seats like completely flat because they don't they're still sticking up , but it's not too bad . this is still quite a practical boot .",boot,still quite practical,pos,exterior-features,9,boot / cargo,6,boot / cargo,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",get in,quite easy,pos,comfort,3,comfort & ergonomics,13,comfort & ergonomics,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",front seats,slide far forward,pos,comfort,3,seats,53,seats,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",back get in,even inflexible people can,pos,comfort,3,comfort & ergonomics,13,comfort & ergonomics,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",back,alright,neu,comfort,3,rear section,49,rear section,EXTERIOR / STYLING / STRUCTURAL,2,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",car,small,neg,general-information,6,generic description & miscellaneous,32,generic description & miscellaneous,GENERAL INFORMATION,4,dimensions & measurements
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",headspace,roofline eat into,neg,comfort,3,passenger space,45,passenger space,INTERIOR / DESIGN / ERGONOMICS,6,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",roofline,sloping,neg,quality-aesthetic,2,roof,51,roof,EXTERIOR / STYLING / STRUCTURAL,2,FALSE
240,7,"It's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . So even inflexible people like me can get into the back . And when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . But when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of Very Right . So it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . Click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .","it's quite an easy car for a three door to get into the back as well , because these front seats really do sleight far forward . so even inflexible people like me can get into the back . and when he first climbing , you think , well , actually listen to bad got all right , nearing for a small car and even a little edge to rest my elbow on . but when you sit up straight , he realized that gosh , this sloping roof line really does eat into headspace on the back seats of very right . so it's not gonna be very comfy on a long journey and see just what it's like for two adults back here . click it there to watch our separate practicality video , and in that you can see what it's like to fit that child seat in the back of this car on just how much stuff we could squeeze into its boot .",back,not comfy for a long journey,neg,comfort,3,rear section,49,rear section,EXTERIOR / STYLING / STRUCTURAL,2,FALSE
240,8,"You might not be the newest kid on the block , but it still hasn't fascinating features here S5 them .","you might not be the newest kid on the block , but it still hasn't fascinating features here s5 them .",features,not fascinating,neu,user-experience,8,functionality & features,31,functionality & features,FUNCTIONAL / UTILITY FEATURES,3,FALSE
240,13,"That features handy when driving out in the countryside await civilization on when you head out into the open road , You can really appreciate just how easy and relaxing this a one is to drive . So the controls on the steering world , the gear shift . The pedals are super light on on the hole for a small car , it is pretty quiet in here .","that features handy when driving out in the countryside await civilization on when you head out into the open road , you can really appreciate just how easy and relaxing this a one is to drive . so the controls on the steering world , the gear shift . the pedals are super light on on the hole for a small car , it is pretty quiet in here .",phone box,handy,pos,user-experience,8,storage & utility,57,storage & utility,FUNCTIONAL / UTILITY FEATURES,3,FALSE
