,id,aspect,opinion,sentiment,category,label_topic,base_category,MAIN_CATEGORY
80,24,satnav,not the smartest,neg,user-experience,8,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
81,24,picking the route,annoying,neg,user-experience,8,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
82,24,-,-,-,unknown,-1,unknown,UNKNOWN
83,24,system,ironic,neg,user-experience,8,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
84,24,marina leather,soft,pos,quality-aesthetic,2,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
85,24,acceleration noise,weird,neg,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
86,24,-,-,-,unknown,-1,unknown,UNKNOWN
87,24,features,cool,pos,user-experience,8,functionality & features,FUNCTIONAL / UTILITY FEATURES
88,24,heads up display,really good,pos,interior-features,1,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
89,24,heads up display,nice,pos,interior-features,1,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
90,24,heads up display,big,pos,interior-features,1,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
91,24,heads up display,clear,pos,interior-features,1,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
92,24,camera,brilliant,pos,user-experience,8,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
93,24,laser headlights,twice as bright,pos,exterior-features,9,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
94,24,cruise control,really cleaver,pos,user-experience,8,driver assistance,SAFETY
95,24,piloted drive system,among the very best,pos,user-experience,8,driver assistance,SAFETY
96,24,outside,massive,neu,exterior-features,9,body class,EXTERIOR / STYLING / DESIGN
97,24,inside,quite compact,neg,comfort,3,interior,INTERIOR / COMFORT / ERGONOMICS
98,24,bonnet,huge,neu,exterior-features,9,bonnet,EXTERIOR / STYLING / DESIGN
99,24,visibility,quite intimidating in tight spaces,neg,safety,5,visibility & view,SAFETY
100,24,visibility,quite intimidating in tight spaces,neg,safety,5,visibility & view,SAFETY
101,24,back window,big,neu,exterior-features,9,windows / glass,EXTERIOR / STYLING / DESIGN
102,24,experience in town (drive),actually quite good,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
103,24,drive,comfy enough,neu,comfort,3,drive,POWERTRAIN / PERFORMANCE
104,24,drive,not the most luxurious in terms of travelling over bumps,neg,handling,4,drive,POWERTRAIN / PERFORMANCE
105,24,gearbox,brilliant,pos,handling,4,transmission,POWERTRAIN / PERFORMANCE
106,24,gearbox,brilliant,pos,handling,4,transmission,POWERTRAIN / PERFORMANCE
107,24,long distances,great,pos,handling,4,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
108,24,engine,real real quick,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
109,24,engine,real real quick,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
110,24,engine,super rapid,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
111,24,engine,super rapid,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
112,24,car,not quite as comfortable,neg,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
113,24,car,not quite as comfortable,neg,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
114,24,drive,shocked,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
115,24,grips in the corners,really impressive,pos,handling,4,traction / stability,HANDLING / DYNAMICS
116,24,wheel turn,feel like a dart in the turn,pos,handling,4,wheels & tyres,HANDLING / DYNAMICS
117,24,steering,really really good,pos,handling,4,steering,HANDLING / DYNAMICS
118,24,steering,sharp,pos,handling,4,steering,HANDLING / DYNAMICS
119,24,balance,just right,pos,handling,4,traction / stability,HANDLING / DYNAMICS
120,24,steering,fun,pos,handling,4,steering,HANDLING / DYNAMICS
121,24,-,-,-,unknown,-1,unknown,UNKNOWN
122,24,-,-,-,unknown,-1,unknown,UNKNOWN
123,24,slip differential,limited,neu,handling,4,traction / stability,HANDLING / DYNAMICS
124,24,-,-,-,unknown,-1,unknown,UNKNOWN
125,25,-,-,-,unknown,-1,unknown,UNKNOWN
126,25,-,-,-,unknown,-1,unknown,UNKNOWN
127,25,car,fast,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
128,25,car,fast,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
129,25,car,faster,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
130,25,car,faster,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
131,25,wheel drive,dead simple,neu,user-experience,8,drive,POWERTRAIN / PERFORMANCE
132,25,-,-,-,unknown,-1,unknown,UNKNOWN
133,25,-,-,-,unknown,-1,unknown,UNKNOWN
134,25,standing quarter,good job,pos,performance,0,acceleration,POWERTRAIN / PERFORMANCE
135,25,cost,almost double,neg,cost,7,value / cost,DISTANCE / MEASUREMENT /  COST
136,25,carbon fibre engine cover,lovely,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
137,25,gearbox,modern,pos,handling,4,transmission,POWERTRAIN / PERFORMANCE
138,25,gearbox,modern,pos,handling,4,transmission,POWERTRAIN / PERFORMANCE
139,25,torque converter,smoother,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
140,25,torque converter,strong enough,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
141,25,high pressure oil system,special,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
142,25,sound,pretty awesome,pos,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
143,25,sound,pretty awesome,pos,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
144,25,sound,good,pos,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
145,25,sound,good,pos,performance,0,audio,EMOTIONAL / SENSORY / VISUAL
146,25,look,good,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
147,25,look,aggressive,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
148,25,look,powerful,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
149,25,wheel arches,more pronounced,pos,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
150,25,track,wider,neu,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
151,25,road holding,improved,pos,handling,4,road terrain,HANDLING / DYNAMICS
152,25,suspension,stiffened,pos,handling,4,suspension,HANDLING / DYNAMICS
153,25,air breather,fake,neg,quality-aesthetic,2,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
154,25,-,-,-,unknown,-1,unknown,UNKNOWN
155,25,wheel arches,squat,pos,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
156,25,wheel arches,purposeful,pos,quality-aesthetic,2,exterior materials & finish,EXTERIOR / STYLING / DESIGN
157,25,boot spoiler,tidy,pos,quality-aesthetic,2,fuel / energy / charging,POWERTRAIN / PERFORMANCE
158,25,boot spoiler,little,neg,quality-aesthetic,2,fuel / energy / charging,POWERTRAIN / PERFORMANCE
159,25,road holding,improved,pos,handling,4,road terrain,HANDLING / DYNAMICS
160,25,interior,well built,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
161,25,interior,well built,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
162,25,entertainment system,excellent,pos,user-experience,8,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
163,25,entertainment system,excellent,pos,user-experience,8,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
164,25,seats,M6 port,neu,interior-features,1,seats,INTERIOR / COMFORT / ERGONOMICS
165,25,seats,look really cool,pos,quality-aesthetic,2,seats,INTERIOR / COMFORT / ERGONOMICS
166,25,seats,great job of hugging your body,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
167,25,blue and red stitches,lovely,pos,quality-aesthetic,2,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
168,25,set buttons,absolutely brilliant,pos,user-experience,8,physical controls,INTERIOR / COMFORT / ERGONOMICS
169,25,gear selector,looks a bit tacky,pos,quality-aesthetic,2,transmission,POWERTRAIN / PERFORMANCE
170,25,customization,very important,pos,user-experience,8,functionality & features,FUNCTIONAL / UTILITY FEATURES
171,25,car,dual purpose,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
172,25,car,dual purpose,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
173,25,car,family friendly,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
174,25,car,family friendly,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
175,25,car,big,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
176,25,car,big,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
177,25,car,relaxed state,pos,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
178,25,car,relaxed state,pos,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
179,25,car,fast as supercar,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
180,25,car,fast as supercar,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
181,25,-,-,-,unknown,-1,unknown,UNKNOWN
182,25,steering,more weight,neu,handling,4,steering,HANDLING / DYNAMICS
183,25,exhaust,louder,neu,performance,0,exhaust,POWERTRAIN / PERFORMANCE
184,25,-,-,-,unknown,-1,unknown,UNKNOWN
185,25,-,-,-,unknown,-1,unknown,UNKNOWN
186,25,engine,high performance,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
187,25,engine,high performance,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
188,25,drivers,the worst,neg,general-information,6,drive,POWERTRAIN / PERFORMANCE
189,25,drive mode,great set,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
190,25,car,big old,neu,handling,4,generic description & miscellaneous,GENERAL INFORMATION
191,25,car,big old,neu,handling,4,generic description & miscellaneous,GENERAL INFORMATION
192,25,handle,well,pos,handling,4,doors,EXTERIOR / STYLING / DESIGN
193,25,super sideways,great thing,pos,handling,4,driving dynamics / handling,HANDLING / DYNAMICS
194,25,car,fun,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
195,25,car,fun,pos,handling,4,generic description & miscellaneous,GENERAL INFORMATION
196,25,life in tires,too long,pos,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
197,25,tire,overheated,neg,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
198,25,tired,delaminated,neg,exterior-features,9,wheels & tyres,HANDLING / DYNAMICS
199,25,car,far quicker,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
200,25,car,far quicker,pos,performance,0,generic description & miscellaneous,GENERAL INFORMATION
201,25,car,more capable,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
202,25,car,more capable,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
203,25,car,incredible machine,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
204,25,car,incredible machine,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
205,26,-,-,-,unknown,-1,unknown,UNKNOWN
206,26,outside dimensions,long,neu,quality-aesthetic,2,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
207,26,build,huge,neu,quality-aesthetic,2,build quality / construction,STRUCTURAL
208,26,proportions,right,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
209,26,looks,chunky,neg,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
210,26,looks,too tall,neu,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
211,26,space,maximize,neu,quality-aesthetic,2,passenger space,INTERIOR / COMFORT / ERGONOMICS
212,26,room,loads,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
213,26,headroom,absolutely acres of,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
214,26,back,more spaces,pos,comfort,3,rear section,EXTERIOR / STYLING / DESIGN
215,26,room,enough,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
216,26,back seats,very impressive,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
217,26,seats,comforting,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
218,26,seats,recline well,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
219,26,storage area,useful,pos,exterior-features,9,storage & utility,FUNCTIONAL / UTILITY FEATURES
220,26,room,Loads,pos,comfort,3,passenger space,INTERIOR / COMFORT / ERGONOMICS
221,26,boot,biggest,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
222,26,boot,massive,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
223,26,boot shape,Nice,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
224,26,car,practical,pos,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
225,26,car,practical,pos,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
226,26,inside,luxurious,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
227,26,interior,lovely,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
228,26,interior,lovely,pos,quality-aesthetic,2,interior,INTERIOR / COMFORT / ERGONOMICS
229,26,soft touch plastics,lovely,pos,quality-aesthetic,2,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
230,26,entertainment system,lovely,pos,interior-features,1,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
231,26,entertainment system,lovely,pos,interior-features,1,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
232,26,infotainment system,easiest,pos,user-experience,8,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
233,26,cupholders,decent,pos,interior-features,1,storage & utility,FUNCTIONAL / UTILITY FEATURES
234,26,door bins,large,neu,interior-features,1,storage & utility,FUNCTIONAL / UTILITY FEATURES
235,26,glovebox size,decent,neu,interior-features,1,boot / cargo,FUNCTIONAL / UTILITY FEATURES
236,26,inside looks,smart,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
237,26,drive,easy,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
238,26,visibility,good,pos,safety,5,visibility & view,SAFETY
239,26,visibility,good,pos,safety,5,visibility & view,SAFETY
240,26,windscreen,huge,pos,safety,5,windscreen / wipers,SAFETY
241,26,back window,quite large,pos,safety,5,windows / glass,EXTERIOR / STYLING / DESIGN
242,26,car,comfy,pos,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
243,26,car,comfy,pos,comfort,3,generic description & miscellaneous,GENERAL INFORMATION
244,26,adaptive dampers,definitely get,pos,handling,4,suspension,HANDLING / DYNAMICS
245,26,adaptive dampers,not that expensive,neu,cost,7,suspension,HANDLING / DYNAMICS
246,26,ride,comfy,pos,comfort,3,drive,POWERTRAIN / PERFORMANCE
247,26,ride,nice,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
248,26,engine,really fast,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
249,26,engine,really fast,pos,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
250,26,-,-,-,unknown,-1,unknown,UNKNOWN
251,26,gear selector,huge,pos,interior-features,1,transmission,POWERTRAIN / PERFORMANCE
252,26,car,pretty luxurious,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
253,26,car,pretty luxurious,pos,quality-aesthetic,2,generic description & miscellaneous,GENERAL INFORMATION
254,26,option list,careful,neu,cost,7,options & specifications,GENERAL INFORMATION
255,26,parcel shelf,annoying,neg,exterior-features,9,storage & utility,FUNCTIONAL / UTILITY FEATURES
256,26,parcel shelf,annoying,neg,exterior-features,9,storage & utility,FUNCTIONAL / UTILITY FEATURES
257,26,parcel shelf,annoying,neg,exterior-features,9,storage & utility,FUNCTIONAL / UTILITY FEATURES
258,26,boot,clutter up,neg,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
259,26,diesel engine,too little,neg,performance,0,engine / power train,POWERTRAIN / PERFORMANCE
260,26,-,-,-,unknown,-1,unknown,UNKNOWN
261,26,-,-,-,unknown,-1,unknown,UNKNOWN
262,26,-,-,-,unknown,-1,unknown,UNKNOWN
263,26,-,-,-,unknown,-1,unknown,UNKNOWN
264,26,panoramic sunroof,massive,pos,exterior-features,9,roof,EXTERIOR / STYLING / DESIGN
265,26,storage(front passenger seat),easy,pos,interior-features,1,storage & utility,FUNCTIONAL / UTILITY FEATURES
266,27,car,widest,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
267,27,car,widest,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
268,27,boot,really big,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
269,27,boot,much bigger,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
270,27,boot,really really useful,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
271,27,boot,wide opening,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
272,27,boot,fit quite a lot of stuff,pos,exterior-features,9,boot / cargo,FUNCTIONAL / UTILITY FEATURES
273,27,seat sliding forward,heavy,neg,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
274,27,seat pulling back,easy,pos,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
275,27,back seats,not that great,neu,comfort,3,seats,INTERIOR / COMFORT / ERGONOMICS
276,27,back,no real storage,neg,interior-features,1,rear section,EXTERIOR / STYLING / DESIGN
277,27,-,-,-,unknown,-1,unknown,UNKNOWN
278,27,neighs,annoying,neg,comfort,3,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
279,27,cockpit,driver oriented,pos,interior-features,1,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
280,27,quality,really strong,pos,quality-aesthetic,2,quality & durability,GENERAL INFORMATION
281,27,quality,really strong,pos,quality-aesthetic,2,quality & durability,GENERAL INFORMATION
282,27,car,very very much like three series,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
283,27,car,very very much like three series,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
284,27,design,little bit boring,neg,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
285,27,equipment,quite as good,neu,interior-features,1,equipment,FUNCTIONAL / UTILITY FEATURES
286,27,car,better,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
287,27,car,better,pos,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
288,27,-,-,-,unknown,-1,unknown,UNKNOWN
289,27,satellite navigation,lovely,pos,user-experience,8,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
290,27,windscreen,lovely,pos,user-experience,8,windscreen / wipers,SAFETY
291,27,glovebox,decent size,pos,interior-features,1,storage & utility,FUNCTIONAL / UTILITY FEATURES
292,27,door bins,big,pos,interior-features,1,storage & utility,FUNCTIONAL / UTILITY FEATURES
293,27,places in the front,enough,pos,interior-features,1,passenger space,INTERIOR / COMFORT / ERGONOMICS
294,27,force,genuinely good,pos,performance,0,performance,POWERTRAIN / PERFORMANCE
295,27,drive,fun,pos,handling,4,drive,POWERTRAIN / PERFORMANCE
296,27,feel,like a sports car,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
297,27,feel,like a sports car,pos,handling,4,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
298,27,looks,like sports car,pos,quality-aesthetic,2,design,EMOTIONAL / SENSORY / VISUAL
299,27,car,almost practical,neu,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
300,27,car,almost practical,neu,interior-features,1,generic description & miscellaneous,GENERAL INFORMATION
301,27,car,A saloon,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
302,27,car,A saloon,neu,general-information,6,generic description & miscellaneous,GENERAL INFORMATION
303,27,adaptive suspension,essential,pos,handling,4,suspension,HANDLING / DYNAMICS
304,27,comfort mode,really really comfortable,pos,comfort,3,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
305,27,road noise,shame,neg,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
306,27,wind whistle,shame,neg,comfort,3,audio,EMOTIONAL / SENSORY / VISUAL
307,27,turbo petrol,really quick,pos,performance,0,fuel / energy / charging,POWERTRAIN / PERFORMANCE
308,27,turbo petrol,decent economy,pos,performance,0,fuel / energy / charging,POWERTRAIN / PERFORMANCE
309,27,-,-,-,unknown,-1,unknown,UNKNOWN
