id,segment_id,review,review_uncleaned,label_topic
246,4,"explain how this system works so you can have the court in a recuperation mode . and what that does is you're just basically rolling , but it's slowing your slightly because you've got the regenerative braking working . but you're not actually doing anything , and you activate that by pulling a paddle on the steering wheel . if you want that region breaking to be more severe , you pull that paddle again , and i'll give you even greater recuperation . now what you can do if you get a little bit too quickly because this is steep down there , you might need to use the brakes , and then you apply the brake pedal on up to a certain level of breaking . it will just still be using the recuperation . the bracing won't use the hydraulic breaking , but the point that you need that extra stopping power . it will then blend in the normal brakes , and the way the system works is that it's all brake by wire . there's no step will change in the pedal . feel it'll . it just does it all naturally and works out for you . the idea being that it gives you maximum recuperation regardless of how you drive on dit will always give you a nice break pedal feel , which is what you want .","Explain how this system works so you can have the court in a recuperation mode . And what that does is you're just basically rolling , but it's slowing your slightly because you've got the regenerative braking working . But you're not actually doing anything , and you activate that by pulling a paddle on the steering wheel . If you want that region breaking to be more severe , you pull that paddle again , and I'll give you even greater recuperation . Now what you can do if you get a little bit too quickly because this is steep down there , you might need to use the brakes , and then you apply the brake pedal on up to a certain level of breaking . It will just still be using the recuperation . The bracing won't use the hydraulic breaking , but the point that you need that extra stopping power . It will then blend in the normal brakes , and the way the system works is that it's all brake by wire . There's no step will change in the pedal . Feel it'll . It just does it all naturally and works out for you . The idea being that it gives you maximum recuperation regardless of how you drive on dit will always give you a nice break pedal feel , which is what you want .",4
246,6,"can you tell me what's going on here ? yes . so i'm checking the brake temperature to make sure that it is under 300 degrees fahrenheit . um , otherwise the brakes are too hot and you have to stop and let them cool off . his temperature was 58 degrees fahrenheit . very , very , very good . yes , you do this normally every day pikes peak people coming down , you have to make sure that breaks onto hot . otherwise , they may crash . yet their brakes can fail . they'll just run off the side of the mountains way . how often do you find someone with brake temperatures over 300 degrees . how many times a day ? um , somewhere around 50 or so . really ? yeah . on how often do you see people with brake temperatures of 50 degrees ? like not in a normal gas powered car ? you won't see them . i've seen 64 65 . that's usually is low . is it yet ? okay , i'm gonna point this out . now , this is nothing to do with victor's skill . it's all down to the car , right ? sorry . victor . yeah . somebody comes down with 64 degree breaks . we know that they've been driving correctly , okay , but because we've done this well , we get surprised . i want smarties because you're so smart and can drive your car well , not to prove just how little is used .","Can you tell me what's going on here ? Yes . So I'm checking the brake temperature to make sure that it is under 300 degrees Fahrenheit . Um , otherwise the brakes are too hot and you have to stop and let them cool off . His temperature was 58 degrees Fahrenheit . Very , very , very good . Yes , you do this normally every day Pikes peak people coming down , you have to make sure that breaks onto hot . Otherwise , they may crash . Yet their brakes can fail . They'll just run off the side of the mountains Way . How often do you find someone with brake temperatures over 300 degrees . How many times a day ? Um , somewhere around 50 or so . Really ? Yeah . On how often do you see people with brake temperatures of 50 degrees ? Like not in a normal gas powered car ? You won't see them . I've seen 64 65 . That's usually is low . Is it yet ? Okay , I'm gonna point this out . Now , This is nothing to do with Victor's skill . It's all down to the car , right ? Sorry . Victor . Yeah . Somebody comes down with 64 degree breaks . We know that they've been driving correctly , Okay , but because we've done this well , we get surprised . I want smarties because you're so smart and can drive your car well , not to prove just how little is used .",6
246,7,"the brakes . victor here is conditioning . that would only be very , very stupid and brave . but it's not so much in this case . victor is going to touch the brake disc now . either victor is made of asbestos us or he hasn't really use the brakes much . it's cold . let me try . let me try . yeah , yeah , it's absolutely fine on that . just goes to show that really it's not using the breaker .","The brakes . Victor here is conditioning . That would only be very , very stupid and brave . But it's not so much in this case . Victor is going to touch the brake disc Now . Either Victor is made of asbestos us or he hasn't really use the brakes much . It's cold . Let me try . Let me try . Yeah , yeah , it's absolutely fine on that . Just goes to show that really it's not using the breaker .",9
246,8,torme's using the recuperation system . but victor has it felt just like driving a normal car with normal breaks . it felt like a normal car because i used the normal brake pedal and we didn't use the hydraulic brake used the recuperation and so no heat came up to the brake on .,Torme's using the recuperation system . But Victor has it felt just like driving a normal car with normal breaks . It felt like a normal car because I used the normal brake pedal and we didn't use the hydraulic brake used the recuperation and so no heat came up to the brake on .,4
246,9,"hate is basically lost energy , isn't it ? exactly . and we put all the energy back into the battery bravo job . right .","Hate is basically lost energy , isn't it ? Exactly . And we put all the energy back into the battery Bravo job . Right .",0
246,10,so i've been upgraded to the business class seat . so i'm going to see what it's like here in the front to give you a bit of a review of actually in terms of the comfort level .,So I've been upgraded to the business class seat . So I'm going to see what it's like here in the front to give you a bit of a review of actually in terms of the comfort level .,2
246,11,seems quite nice .,Seems quite nice .,3
246,12,"have you got a suspension ? it seems like we got air suspension . four corner suspension . yes , it's very comfy .","Have you got a suspension ? It seems like we got air suspension . Four corner suspension . Yes , it's very comfy .",4
246,14,"okay , yeah , because it's got that feeling that you get from electric cars when they have to have slightly stiffer suspension because the heavier about the center of gravity is lower . we have your big compromise would compromise between the vehicle dynamics and the bacon comfort and with this car , because off the low gravity sent off gravity . you don't feel that great . okay , so he's gonna pee . or maybe i'm i've been all of it . you can feel it a little bit . victor , you can . don't you try to trick may .","Okay , Yeah , because it's got that feeling that you get from electric cars when they have to have slightly stiffer suspension because the heavier about the center of gravity is lower . We have your big compromise would compromise between the vehicle dynamics and the bacon comfort and with this car , because off the low gravity sent off gravity . You don't feel that great . Okay , so he's gonna pee . Or maybe I'm I've been all of it . You can feel it a little bit . Victor , you can . Don't you try to trick May .",4
246,15,"it's nice . i really like the inside of it , though . the design is lovely , that there's one thing i've got to show you .","It's nice . I really like the inside of it , though . The design is lovely , that there's one thing I've got to show you .",2
246,16,i absolutely adore this . this has cameras for dormers . actual review is projected just on the door panel . that is a really cool feature . it's a nice touch by audi .,I absolutely adore this . This has cameras for dormers . Actual review is projected just on the door panel . That is a really cool feature . It's a nice touch by Audi .,9
246,17,"one of the interesting things about this car is the sailing mode . so in a lot of electric cars , when he back off the accelerator , you automatically gets , um , regenerative effect , which slows you down . where's with this one ? you don't it almost coast just like a normal automatic . and then you can decide whether you want to provide some kind of breaking on dsm regeneration by the using the breakers , feathering it or using those paddles on the steering wheel so it allows you to maximize their efficiency because you might just see that there's long , straight ahead .","One of the interesting things about this car is the sailing mode . So in a lot of electric cars , when he back off the accelerator , you automatically gets , um , regenerative effect , which slows you down . Where's with this one ? You don't it almost coast just like a normal automatic . And then you can decide whether you want to provide some kind of breaking on DSM regeneration by the using the breakers , feathering it or using those paddles on the steering wheel so it allows you to maximize their efficiency because you might just see that there's long , straight ahead .",4
246,20,"the top i predicted be around 10 kilowatt hours . we're just gonna pull in here and check . has victor done a good job ? so he's stopping now . oh , keeper gauges for a second . you need to go to the o . there you are . come on . will it take over to there we go . you've done it . he actually held it . so just 10 kilowatt hours . as you can see , we managed to do it . now , the interesting thing about that is that tinker , what hours roughly through normal driving will give you a about 60 kilometers of range . bearing in mind that we've traveled 30 kilometers and 30 kilometres . we've gained 60 kilometers worth of battery . so pretty impressive . really ? yes . well , the victor . good job . thank you .","The top I predicted be around 10 kilowatt hours . We're just gonna pull in here and check . Has Victor done a good job ? So he's stopping now . Oh , keeper gauges for a second . You need to go to the O . There you are . Come on . Will it take over to There we go . You've done it . He actually held it . So just 10 kilowatt hours . As you can see , we managed to do it . Now , the interesting thing about that is that tinker , what hours Roughly through normal driving will give you a about 60 kilometers of range . Bearing in mind that we've traveled 30 kilometers and 30 kilometres . We've gained 60 kilometers worth of battery . So pretty impressive . Really ? Yes . Well , the victor . Good job . Thank you .",0
247,1,"this is the audi a8 . now . this version has been around for a while . it's due for replacement next year , but some things do age better than others .","This is the Audi A8 . Now . This version has been around for a while . It's due for replacement next year , But some things do age better than others .",6
247,2,"for instance , look , there is tom cruise in top . good . there is now still pretty good looking . meanwhile , there's val kilmer from top gun on dde berries . now anymore about that . thankfully , the audi a8 ismm or on the tom cruise side of things , it is quite expensive .","For instance , look , there is Tom Cruise in top . Good . There is now still pretty good looking . Meanwhile , there's Val Kilmer from Top Gun on DDE Berries . Now anymore about that . Thankfully , the Audi A8 ISMM or on the Tom Cruise side of things , it is quite expensive .",2
247,4,"on the whole , it's a very smart looking car . it's the same on the inside . you've got that typical audi bill quality . just feel supremely well made . the design , though well in places that's getting a little bit bell kill marie , for instance . look at these buttons down here . it's all a bit confusing and a mess .","On the whole , it's a very smart looking car . It's the same on the inside . You've got that typical Audi bill quality . Just feel supremely well made . The design , though well in places that's getting a little bit bell Kill Marie , for instance . Look at these buttons down here . It's all a bit confusing and a mess .",2
247,5,"and then there's the entertainment system . so , yes , it may rise majestically out of the dash , but that screen is pretty small . boyd martin standards on the definition . it's a little bit low . rez . really ?","And then there's the entertainment system . So , yes , it may rise majestically out of the dash , but that screen is pretty small . Boyd Martin standards on the definition . It's a little bit low . Rez . Really ?",1
247,6,"also you're running out is old entertainment system , which is okay to use , but it's nowhere near as good as the stuff you get in . it's more modern vehicles , and you click it there . you can see her full in debt video review of the entertainment system and have another look around . it's can'ts cabin .","Also you're running out Is old entertainment system , which is okay to use , but it's nowhere near as good as the stuff you get in . It's more modern vehicles , and you click it there . You can see her full in debt video review of the entertainment system and have another look around . It's Can'ts cabin .",8
247,7,"you'll notice that well , could be spaces . they are okay . big , bulky , fit in the door equipments impressive to our standard .","You'll notice that well , could be spaces . They are okay . Big , bulky , fit in the door equipments impressive to our standard .",1
247,9,"on the whole , this is a very well equipped car , though it does have £10,000 worth of opposite on this one , which , actually , by any standards , isn't really all that much on .","On the whole , this is a very well equipped car , though it does have £10,000 worth of opposite on this one , which , actually , by any standards , isn't really all that much on .",7
247,10,"it's a similar story of the beat , you see . okay , so it's it's large , but by limousine standards , it's a little bit on the small side now . the main problem is that it doesn't go back that far . i mean , yes , it is a nice square . shaped have got quite big . opening the boot on a bear to be seven series is larger . you do have a bit of under floor storage here , but well , with space saver spare well there's not much room for anything else , however , the back seats .","It's a similar story of the beat , you see . Okay , so it's it's large , but by limousine standards , it's a little bit on the small side now . The main problem is that it doesn't go back that far . I mean , yes , it is a nice square . Shaped have got quite big . Opening the boot on a bear to be seven series is larger . You do have a bit of under floor storage here , but well , with space saver spare Well There's not much room for anything else , however , the back seats .",9
247,11,"what this car's all about now this is a long wheelbase version , and needless to say , you go absolutely loads of knee room . though the normal car is actually fine as well , they're pretty not quite . spaces in the back has been to be seven siri's , but we're splitting hairs . so this particular model , as you can see all yes , lovely , easier stretch out on . we've got the upgraded seats at the press of one button . i can reclined them . well , it does take a while , but it's worth the wait , because then it's super comfy back here , though i do find the seats a little bit harder than its rivals . now , if you need to carry three abreast , you want to put this up , get out of the way . the only problem is , is that this little seat isn't ideal for a personage . yes , so there we go . now , if you want more information on the space in the back of this car , click up there for our in depth practicality review about to see how easy it is to be a child in the back of this car on just how much stuff we could fit in the boot .","What this car's all about now this is a long wheelbase version , and needless to say , you go absolutely loads of knee room . Though the normal car is actually fine as well , they're pretty not quite . Spaces in the back has been to be seven Siri's , but we're splitting hairs . So this particular model , as you can see all yes , lovely , easier stretch out on . We've got the upgraded seats at the press of one button . I can reclined them . Well , it does take a while , but it's worth the wait , because then it's super comfy back here , though I do find the seats a little bit harder than its rivals . Now , if you need to carry three abreast , you want to put this up , get out of the way . The only problem is , is that this little seat isn't ideal for a personage . Yes , so there we go . Now , if you want more information on the space in the back of this car , click up there for our in depth practicality review about to see how easy it is to be a child in the back of this car on just how much stuff we could fit in the boot .",3
247,13,"the blinds here and i have a little bit of a break if you dropped so far , the audi a8 is a pretty capable limousine .","The blinds here and I have a little bit of a break if you dropped so far , the Audi A8 is a pretty capable limousine .",3
247,15,"well , yeah , it does . now . this car might be a lot older than its rivals and due for replacement soon , but it doesn't seem to age dynamically . it really is an impressive package . so standard you get air suspension on it is a little bit firmer than saying the mercedes s class , but it's still riserva , bubs . extremely well on . if you want to , you can put it into dynamic mon . it stiffens things up on . actually , this car handles surprisingly well for such a big limousine . things have to be careful that you don't go around corners too quickly . you might make your v i p spill their champagne . on the whole , this is really relaxing car to travel .","Well , yeah , it does . Now . This car might be a lot older than its rivals and due for replacement soon , but it doesn't seem to age dynamically . It really is an impressive package . So standard you get air suspension on it is a little bit firmer than saying the Mercedes s class , but it's still Riserva , Bubs . Extremely well on . If you want to , you can put it into dynamic mon . It stiffens things up on . Actually , this car handles surprisingly well for such a big limousine . Things have to be careful that you don't go around corners too quickly . You might make your V i p spill their champagne . On the whole , this is really relaxing car to travel .",4
247,16,"and so it's very quiet . this one's got double glazing , so there's no wind at all . you do get a little bit tyrell , though , but really in terms of engines .","And so it's very quiet . This one's got double glazing , so there's no wind at all . You do get a little bit Tyrell , though , but really in terms of engines .",3
247,17,"well , a couple of patrols on two diesels . this is the cheapest engineers the v six days off , but it's still easily , fast enough , nor to 60 in just under six seconds . so andy says this car should be capable of 47 miles per gallon . i look down the chicken , peter , i'm doing 36 which isn't bad , really , for such a big car gearbox .","Well , a couple of patrols on two diesels . This is the cheapest engineers the V six days off , but it's still easily , fast enough , nor to 60 in just under six seconds . So Andy says this car should be capable of 47 miles per gallon . I look down the chicken , Peter , I'm doing 36 which isn't bad , really , for such a big car gearbox .",0
247,18,"yeah , it's fine . put your foot down response when he wanted to , and it's nice and smooth .","Yeah , it's fine . Put your foot down response when he wanted to , and it's nice and smooth .",4
