id,segment_id,review,review_uncleaned,label_topic
24,9,"almost as annoying as having to be a passenger in the back of this car . let me show you why . so i'm going to move this seat out of the way so you can see what the heck is going on . now . i'm gonna jump into the back so already it's not . you just have to wait to the sea . moves out of the way . it's very low . roof on 70 . really squat down and watch this , right ? i'm gonna pull this back . this is not gonna be pleasant . it's not pleasant . start to crush my legs . i'm not gonna build to trouble anywhere . i know headroom . no need is not as comfy in the back as something like an escape a or a bentley continental gt . it's no really that much better than a porsche 9 11 either you do have some coat hooks there and you have some eyes fix hunger points down here , and they do have sturdy flip it covers so you won't lose them on the anchors themselves . easy to get to . so once you got the pbc in it , it's not too hard to locate it onto the ice affects . there is one thing that's really annoying about this car , though . i want to show you there . so mercedes s class keep a8 doesn't have this pillar here . it's all glassy . get a nice of you out . and if you put the windows down , it's really cool that another thing the mercedes has is a little seat belt , but that hands on your seat belt when you get in the car . it's a little device that does that for you . this car doesn't have it , though .","Almost as annoying as having to be a passenger in the back of this car . Let me show you why . So I'm going to move this seat out of the way so you can see what the heck is going on . Now . I'm gonna jump into the back so already it's not . You just have to wait to the sea . Moves out of the way . It's very low . Roof on 70 . Really squat down and watch this , right ? I'm gonna pull this back . This is not gonna be pleasant . It's not pleasant . Start to crush my legs . I'm not gonna build to trouble anywhere . I know headroom . No need is not as comfy in the back as something like an escape A or a Bentley Continental GT . It's no really that much better than a Porsche 9 11 Either You do have some coat hooks there and you have some eyes fix hunger points down here , and they do have sturdy flip it covers so you won't lose them on the anchors themselves . Easy to get to . So once you got the PBC in it , it's not too hard to locate it onto the ice affects . There is one thing that's really annoying about this car , though . I want to show you there . So Mercedes s class keep A8 doesn't have this pillar here . It's all glassy . Get a nice of you out . And if you put the windows down , it's really cool that another thing the Mercedes has is a little seat belt , but that hands on your seat belt when you get in the car . It's a little device that does that for you . This car doesn't have it , though .",3
24,10,"it's a bit of a shame , really . there is one way that it makes up for it , and that's with a big , big boots is bigger than the mercedes boot is actually quite a decent size , and you can carry a lot in it so long as you can squeeze whatever you want to carry through this gap eyeball microwave at christmas , and i'm just managed to squeeze it through there to get in the back and get home . lip isn't too big to list off over , but the boot itself is wrong with the large , actually , so you can pack it quite full . you got some netted area here where you can store some stuff , have some tender points here and here we can tie stuff down , and if you want it by putting these levers , i can fall down the rear seats . any problem is , is that i have to walk all the way around hello them because they're so far away . you contacting reach through to do it in the boot . once you've done that , you've got a flattish floor , and i've actually carried my snowball get in this car . which is quite impressive considering it's a sleek looking cooper .","It's a bit of a shame , really . There is one way that it makes up for it , and that's with a big , big boots is bigger than the Mercedes boot is actually quite a decent size , and you can carry a lot in it so long as you can squeeze whatever you want to carry through this gap eyeball microwave at Christmas , and I'm just managed to squeeze it through there to get in the back and get home . Lip isn't too big to list off over , but the boot itself is wrong with the large , actually , so you can pack it quite full . You got some netted area here where you can store some stuff , have some tender points here and here we can tie stuff down , and if you want it by putting these levers , I can fall down the rear seats . Any problem is , is that I have to walk all the way around hello them because they're so far away . You contacting reach through to do it in the boot . Once you've done that , you've got a flattish floor , and I've actually carried my snowball get in this car . Which is quite impressive considering it's a sleek looking Cooper .",9
24,13,"either there's more front . but what about the exhaust ? well , for that , i'm gonna use the new car . wow , stuff of truth . there's a little bit like gandalf of lord of the rings , but look , yes , there is an actual exhaust pipe there , which is good . it's just a show . they've ruined it by having this unnecessarily large fake surround .","Either there's more front . But what about the exhaust ? Well , for that , I'm gonna use the new car . Wow , stuff of truth . There's a little bit like Gandalf of Lord of the Rings , but look , yes , there is an actual exhaust pipe there , which is good . It's just a show . They've ruined it by having this unnecessarily large fake surround .",9
24,14,"why is that ? have may have , like traffic updates , but it's not always the smartest when it comes to picking the best route . for instance , if you have the satnav running on your going away that you're used to going and you decide to take it out of detox , you know it'll save you time . this sudden just won't pick it up , and you'll keep on trying to re route you back on a route , which is longer eventually it'll flip over . go oh , actually , the route you've chosen will get you there quicker . it's annoying .","Why is that ? Have may have , like traffic updates , but it's not always the smartest when it comes to picking the best route . For instance , if you have the satnav running on your going away that you're used to going and you decide to take it out of detox , you know it'll save you time . This sudden just won't pick it up , and you'll keep on trying to re route you back on a route , which is longer Eventually it'll flip over . Go Oh , actually , the route you've chosen will get you there quicker . It's annoying .",8
24,16,"however , they didn't do let you connect a virtual petey or phones , you could actually open the caf using your phone . fortunately , it only works for android phones , which is ironic because this system inside the carly i drive doesn't work with android auto on the apple carplay like you need one kind of phone for one thing , one kind of phone for another , the little seat belt buckle assist a bit proud of this central part of the seat .","However , they didn't do let you connect a virtual Petey or phones , you could actually open the CAF using your phone . Fortunately , it only works for android phones , which is ironic because this system inside the Carly I drive doesn't work with Android auto on the Apple Carplay like you need one kind of phone for one thing , one kind of phone for another , the little seat belt buckle Assist a bit proud of this central part of the seat .",8
24,17,"that means that when you fold , the seat backs down and you put some weight on them . you actually get them pushing into the soft marina leather , and if you look here , you can see i've done it once and i've got two indentations there on the seats , and that's really doing my head in makes a weird noise when you accelerate .","That means that when you fold , the seat backs down and you put some weight on them . You actually get them pushing into the soft marina leather , and if you look here , you can see I've done it once and I've got two indentations there on the seats , and that's really doing my head in makes a weird noise when you accelerate .",2
24,19,"thankfully , these cars planted cool features to help make up for all this s5 a8 serious gets a really good heads up displays .","Thankfully , these cars planted cool features to help make up for all this S5 A8 serious gets a really good heads up displays .",6
24,20,"it's nice and big and clear , and it shows stuff such as the speed limit directions from the satellite navigation . and if you have in sports mode , a rev counter the engine head anyway . so it'll show things such as warning signs .","It's nice and big and clear , and it shows stuff such as the speed limit directions from the satellite navigation . And if you have in sports mode , a rev counter the engine head anyway . So it'll show things such as warning signs .",1
24,21,"for instance , if someone opens the door thing , this guy's brilliant high definition surround view cameras . and if i go into three d mode , i can actually look at the cars if it's in a computer game and look around it using gesture controls or by using the control well here on all noticed there , look , there seems to be somebody stood behind the car now if wanna reverse past them , i could isn't really clever . so this constant admitted in court . reversing assistant . if i hit that , engage it in the car , automatically learns my steering inputs for the past 50 meters , and then he can play them backwards so i can get the car automatically . reverse past that person . they're automatically steer safely around them . and look , there's another person there yet it'll stay the other way to get around them as well . this'll really handy if you're parking in an underground car park , and it's really twisting tony and needed to reverse out dead simple and in this case , dead safe .","For instance , if someone opens the door thing , this guy's brilliant high definition surround view cameras . And if I go into three D mode , I can actually look at the cars if it's in a computer game and look around it using gesture controls or by using the control well here on all noticed there , Look , there seems to be somebody stood behind the car now if wanna reverse past them , I could isn't really clever . So this constant admitted in court . Reversing assistant . If I hit that , engage it in the car , automatically learns my steering inputs for the past 50 meters , and then he can play them backwards so I can get the car automatically . Reverse past that person . They're automatically steer safely around them . And look , there's another person there yet it'll stay the other way to get around them as well . This'll really handy if you're parking in an underground car park , and it's really twisting Tony and needed to reverse out dead simple and in this case , dead safe .",8
24,22,"how cool is that ? thanks . a real well staring the back wheels turned in the opposite direction to the front wheels when you're driving slowly and that helps aid low speed maneuverability , which is handed a long car such as this , they were going faster . the backwards , too , in the same direction as the front a8 high speed stability .","How cool is that ? Thanks . A real well staring the back wheels turned in the opposite direction to the front wheels when you're driving slowly and that helps aid low speed maneuverability , which is handed a long car such as this , they were going faster . The backwards , too , in the same direction as the front A8 high speed stability .",4
24,23,the optional laser headlights are twice as bright as normal headlights on . they can shine to 600 meters down the road .,The optional laser headlights are twice as bright as normal headlights on . They can shine to 600 meters down the road .,9
24,24,"a3 active cruise control is really clever . so uses the sack now see , there's a bend in the road and it'll actually decide . the car needs to slow down . look my feet on touching the pedals . yet i've got the cruise control set up 45 miles an hour , and it's slowly down to 35 to take this corner , even though i'm pretty sure that car going around there quicker . that's really clever . also , the whole piloted drive system , which pretty much drives the car itself on the motorway kitchen lake , just safe distance in the car in front , is among the very best i have ever expected .","A3 active cruise control is really clever . So uses the sack now see , there's a bend in the road and it'll actually decide . The car needs to slow down . Look my feet on touching the pedals . Yet I've got the cruise control set up 45 miles an hour , and it's slowly down to 35 to take this corner , even though I'm pretty sure that car going around there quicker . That's really clever . Also , the whole piloted drive system , which pretty much drives the car itself on the motorway kitchen lake , just safe distance in the car in front , is among the very best I have ever expected .",4
24,25,"first thing i noticed was driving this car is that it feels massive on the outside is quite compact here on the inside , but you're never sure where the corners of the car are . your huge bonnet to look over the sat quite low and you're going through gaps in traffic just wins , and you just hope you're not gonna hear anything . you do have the cameras you can press to look around , but they turn off after 10 miles an hour . the visibility is what you expect from a coupe a8 , and it can be quite intimidating in tight spaces , one saving grace is you got a big back window , so you do get a decent v8 in the back .","First thing I noticed was driving this car is that it feels massive on the outside is quite compact here on the inside , but you're never sure where the corners of the car are . Your huge bonnet to look over the sat quite low and you're going through gaps in traffic just wins , and you just hope you're not gonna hear anything . You do have the cameras you can press to look around , but they turn off after 10 miles an hour . The visibility is what you expect from a coupe A8 , and it can be quite intimidating in tight spaces , one saving grace is you got a big back window , so you do get a decent V8 in the back .",5
24,26,"the rest of the experience in town is actually quite good . now , this car has adaptive dampers have standard , and you have a comfort . moti could make them nice and soft . but you do feel the bump s'more than in a mercedes s class coupe acres that has air suspension , which kind of just glides of the road . so it's comfy enough , but just not the most luxurious in terms of how it travels over bumps . the rest of the experience is to find the gearbox is brilliant in this guy's s8 speed auto , you put your foot down book , it's on it . and then when you just want to relax , it just blends the gears together . really , really well .","The rest of the experience in town is actually quite good . Now , this car has adaptive dampers have standard , and you have a comfort . Moti could make them nice and soft . But you do feel the bump s'more than in a Mercedes s class coupe acres that has air suspension , which kind of just glides of the road . So it's comfy enough , but just not the most luxurious in terms of how it travels over bumps . The rest of the experience is to find the gearbox is brilliant in this guy's S8 speed auto , you put your foot down book , it's on it . And then when you just want to relax , it just blends the gears together . Really , really well .",4
24,27,"so for a long , long distances , this car is great now , but the diesel three litre straight six diesel engine 320i horse part north , 16 under five seconds . it's really , really quick . you can get a 4.4 litre twin turbo v8 . that's five that your horse bites really blooming quick .","So for a long , long distances , this car is great now , but the diesel three litre straight six diesel engine 320I horse part north , 16 under five seconds . It's really , really quick . You can get a 4.4 litre twin turbo V8 . That's five that your horse bites really blooming quick .",0
24,28,"naught to 60 in about 3.7 seconds super rapid , but a bit more thirsty now , while there's a series might not be quite as comfortable as that mercedes s class que pay get onto the road and you feel the benefit .","Naught to 60 in about 3.7 seconds super rapid , but a bit more thirsty now , while there's a series might not be quite as comfortable as that Mercedes s class que pay get onto the road and you feel the benefit .",3
24,29,"it's really shocked to drive , actually , for something . the ways almost 1900 kilos r8 grips in the corners is really impressive , and you can feel it's like dart into a turn when it turned the wheel . that really will still somehow just makes it just filled , planted and lively . and it's really good staring sharp as well . and it does that thing where the more you turn it , the more responsive it becomes . if you just move it a bit , it's not overly responsive . so that balance that just right now could complain that you don't have to feel through the wheel like you're doing some more sporty cars . and it's not a sport here . it's fun , isn't like a portion of 11 . but for a big gt-r is a good handling car on . i think it's pretty good fun as well apart . the reason for that is that yes , it is four wheel drives , he got that added , secured the extra grip . but because it's rare dr bias , like it expected bmw to bay . it does give you that sensation being pushed along the road , and it just makes it fell a little bit more sporty . they really wondering . well , now will it slide of it ? after what bmw that should be able to . well , let's find out now all they do is put the car into its sport . it's mode which stiffens up the suspension , sharpens the throttle response , adds weight to the steering press and hold the traction control button on it will disengage the traction control . and then it should do what bmw do despite being four wheel drive .","It's really shocked to drive , actually , for something . The ways almost 1900 kilos R8 grips in the corners is really impressive , and you can feel it's like dart into a turn when it turned the wheel . That really will still somehow just makes it just filled , planted and lively . And it's really good staring sharp as well . And it does that thing where the more you turn it , the more responsive it becomes . If you just move it a bit , it's not overly responsive . So that balance that just right now could complain that you don't have to feel through the wheel like you're doing some more sporty cars . And it's not a sport here . It's fun , isn't like a portion of 11 . But for a big GT-R is a good handling car on . I think it's pretty good fun as well apart . The reason for that is that yes , it is four wheel drives , he got that added , secured the extra grip . But because It's rare Dr Bias , like it expected BMW to bay . It does give you that sensation being pushed along the road , and it just makes it fell a little bit more sporty . They really wondering . Well , now will it slide of it ? After what BMW that should be able to . Well , let's find out now All they do is put the car into its sport . It's mode which stiffens up the suspension , sharpens the throttle response , adds weight to the steering press and hold the traction control button on it will disengage the traction control . And then it should do what BMW do despite being four wheel drive .",4
24,32,bmw give us a limited slip differential on the rear are standard in the uk thanks definitely more fun than a mercedes s class coupe a8 . no doubt about it .,BMW give us a limited slip differential on the rear are standard in the UK Thanks definitely more fun than a Mercedes S Class coupe A8 . No doubt about it .,4
24,34,"wow . so that was my verdict on the new a8 serious . should you avoid it ? should you consider it should short list it ? what should we just go right ahead and buy it ? well , i reckon you should . short list v8 siris . it's a big , luxurious cooper . that's his fun . some sports cars enjoy this video . please click on our logo to subscribe to this channel or to watch more content on the bottom right hand corner . however , if you want to save one in a car , click on the right to go to add deals page to see much when you can save a .","Wow . So that was my verdict on the new A8 serious . Should you avoid it ? Should you consider it should short list it ? What should we just go right ahead and buy it ? Well , I reckon you should . Short list V8 Siris . It's a big , luxurious Cooper . That's his fun . Some sports cars enjoy this video . Please click on our logo to subscribe to this channel or to watch more content on the bottom right hand corner . However , if you want to save one in a car , click on the right to go to add deals page to see much when you can save a .",6
25,4,"that definitely phil fast . was it faster than the mercedes , so north s60 didn't do it . can he beat 3.2 seconds ? well , it's done in 3.1 seconds . it's faster to 60 than the mercedes . let's see the standing quarter time . that's the big one , though . can it be 11.2 seconds ? will it is done the standing quarter in 11.1 seconds . it's faster than the mercedes bmw found boys . rejoice this new m5 has the exact same amount of power is the old m5 30 yara , which i clocked at 12.6 seconds for the standing quarter mile . so what's the reason for the new ones ? better time like mercedes bmw has given the m5 or will drive , and it's a newly developed system on dhe . it can send in theory , 100% of engines . talk to the front wheels if it needs to , but generally it likes to be really will drive . you can actually change the setting if you want to put it into a wheel drive sport mode , so less power goes to the front . so it's got more of a rear drive by us , seeing a bit more slip in the corners . now , if you're really brave what you can do , as with the mercedes , you can stop it being or will drive and make it . two will drive only to engage it .","That definitely Phil fast . Was it faster than the Mercedes , so North S60 didn't do it . Can he beat 3.2 seconds ? Well , it's done in 3.1 seconds . It's faster to 60 than the Mercedes . Let's see the standing quarter time . That's the big one , though . Can it be 11.2 seconds ? Will It is done the standing quarter in 11.1 seconds . It's faster than the Mercedes BMW found Boys . Rejoice this new M5 has The exact same amount of power is the old M5 30 Yara , which I clocked at 12.6 seconds for the standing quarter mile . So what's the reason for the new ones ? Better time like Mercedes BMW has given the M5 or will drive , and it's a newly developed system on dhe . It can send in theory , 100% of engines . Talk to the front wheels if it needs to , but generally it likes to be really will drive . You can actually change the setting if you want to put it into a wheel drive sport mode , so less power goes to the front . So it's got more of a rear drive by us , seeing a bit more slip in the corners . Now , if you're really brave what you can do , as with the Mercedes , you can stop it being or will drive and make it . Two will drive only to engage it .",0
